APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,ASK_AMT,IS_SUCCESSFUL
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1400,Preservation,Trust,25000-99999,11659,1
T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Co-operative,0,5000,0
T8,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,64075,0
T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,78769,0
T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,1M-5M,2908673,1
T6,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,100000-499999,216643,0
T3,Independent,C2000,Preservation,Trust,1-9999,16221,1
T7,Independent,C1000,ProductDev,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,140950,1
T3,CompanySponsored,C1200,Preservation,Trust,1M-5M,3676333,0
T3,Independent,C2000,Preservation,Trust,25000-99999,5000,1
T3,Independent,C1000,Preservation,Trust,10000-24999,30079,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Association,25000-99999,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,5000,1
T4,Independent,C2000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2100,Preservation,Trust,25000-99999,9390,1
T3,Independent,C1000,Preservation,Trust,100000-499999,98931,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Association,25000-99999,12509,0
T3,CompanySponsored,C2000,Preservation,Trust,25000-99999,20770,0
T19,Independent,C1000,ProductDev,Association,0,5000,1
T4,Independent,C1000,ProductDev,Association,25000-99999,118386,1
T3,Independent,C1200,Preservation,Trust,25000-99999,120281,1
T3,Independent,C1000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,25000-99999,6209,0
T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,71609,0
T3,CompanySponsored,C1000,CommunityServ,Trust,100000-499999,155956,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,176563,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,977905,1
T3,CompanySponsored,C1200,CommunityServ,Trust,0,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,5000,1
T3,Independent,C1200,Preservation,Trust,10000-24999,64035,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T4,CompanySponsored,C3000,ProductDev,Association,25000-99999,34914,0
T19,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,0
T19,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2800,Preservation,Association,1M-5M,1019926,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T5,Independent,C3000,ProductDev,Co-operative,25000-99999,1202409,0
T3,Independent,C1000,Preservation,Trust,25000-99999,540615,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,1M-5M,2205817,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,100000-499999,13201,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,10000-24999,70786,1
T3,Independent,C1000,Preservation,Trust,25000-99999,43808,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,240757,1
T3,Independent,C2000,Preservation,Trust,25000-99999,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T19,Independent,C1000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C2100,Preservation,Association,1-9999,6354,1
T3,Independent,C2000,Preservation,Trust,100000-499999,27001,0
T4,Independent,C3000,ProductDev,Trust,25000-99999,49983,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,CommunityServ,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,25000-99999,5000,1
T3,Independent,C1270,Preservation,Trust,25000-99999,9246,1
T3,Independent,C1200,Preservation,Association,25000-99999,90657,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,1-9999,36355,1
T3,Independent,C1000,Preservation,Trust,100000-499999,22840,1
T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,9516,1
T3,Independent,C2000,Preservation,Trust,100000-499999,215957,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Co-operative,25000-99999,805021,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,1M-5M,2238748,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C7000,Preservation,Trust,1-9999,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
T6,Independent,C2000,ProductDev,Trust,100000-499999,8517,0
T8,Independent,C1000,ProductDev,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,13541,1
T3,CompanySponsored,C1000,Preservation,Association,1-9999,410489,1
T3,Independent,C2000,Preservation,Trust,100000-499999,340393,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,195884,1
T6,Independent,C2000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,25000-99999,84674,1
T3,Independent,C2100,Preservation,Trust,0,5000,1
T3,Independent,C4000,Preservation,Trust,25000-99999,3032675,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,51846,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,1-9999,990952,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T4,Independent,C1000,ProductDev,Trust,100000-499999,52853,1
T7,Independent,C1000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C2300,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Association,0,5000,0
T3,Independent,C7000,Preservation,Trust,25000-99999,21590,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,25000-99999,54922,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,24773,0
T6,Independent,C3000,ProductDev,Association,0,5000,1
T4,Independent,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T4,Independent,C3000,CommunityServ,Trust,1M-5M,199269,1
T3,Independent,C1200,Preservation,Trust,25000-99999,59647,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,199400,0
T19,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,5003439,0
T19,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T19,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,73046,1
T4,Independent,C1000,ProductDev,Trust,100000-499999,114797,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C2100,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,ProductDev,Trust,0,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,8123,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T3,Independent,C1200,Preservation,Trust,1-9999,5000,1
T3,Independent,C2100,Preservation,Trust,1M-5M,872138,0
T3,Independent,C2100,Preservation,Trust,25000-99999,5000,1
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Co-operative,0,5000,1
T6,Independent,C2000,ProductDev,Association,0,5000,1
T3,Independent,C1200,Preservation,Trust,100000-499999,101742,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T6,Independent,C2000,ProductDev,Association,0,5000,1
T3,Independent,C1200,Preservation,Trust,25000-99999,16626,0
T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,9206,0
T3,Independent,C2100,Preservation,Trust,1-9999,13499,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T9,Independent,C1000,ProductDev,Co-operative,1M-5M,27863219,0
T3,Independent,C1000,Preservation,Co-operative,0,5000,1
T9,Independent,C1000,ProductDev,Co-operative,10M-50M,247168896,1
T12,Independent,C1000,ProductDev,Trust,50M+,406966250,1
T3,Independent,C2000,Preservation,Trust,25000-99999,296261,0
T6,Independent,C2000,ProductDev,Trust,1M-5M,5110425,1
T3,Independent,C1000,Preservation,Trust,100000-499999,10466,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T5,Independent,C3000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,114990,1
T4,Independent,C1000,ProductDev,Trust,100000-499999,18006,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,1M-5M,267048,1
T3,Independent,C1270,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,29219,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C3000,Preservation,Trust,100000-499999,306719,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,148943,0
T3,Independent,C1000,Preservation,Trust,100000-499999,64047,0
T3,Independent,C4000,Preservation,Trust,100000-499999,355396,1
T3,CompanySponsored,C1000,ProductDev,Association,25000-99999,32792,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T3,Independent,C1270,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,334025,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,171405,0
T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
T3,Independent,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,9575,0
T6,Independent,C1000,ProductDev,Trust,100000-499999,158003,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T19,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,CommunityServ,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,100000-499999,424802,1
T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,27255,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T4,CompanySponsored,C3000,Preservation,Association,0,5000,1
T6,Independent,C2000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,4547683,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,8931,0
T3,CompanySponsored,C2000,Preservation,Trust,100000-499999,37597,0
T6,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,37875,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T7,Independent,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T3,Independent,C2100,Preservation,Trust,100000-499999,21636,0
T6,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,351108,1
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T8,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T8,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Family/Parent,C2000,Preservation,Trust,5M-10M,1572972,0
T3,Independent,C1000,Preservation,Co-operative,0,5000,1
T3,National,C2000,Preservation,Trust,5M-10M,11207593,1
T3,Family/Parent,C2800,Preservation,Trust,50M+,1736232349,1
T3,Independent,C1000,Preservation,Trust,100000-499999,218627,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,3149430,1
T3,Independent,C1000,Preservation,Trust,100000-499999,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,561758,1
T3,Independent,C2000,Preservation,Trust,100000-499999,33532,1
T3,Independent,C1000,Preservation,Trust,100000-499999,46555,1
T3,Independent,C1000,Preservation,Trust,100000-499999,16642,0
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,1M-5M,337373,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,0
T3,Independent,C2100,Preservation,Trust,10000-24999,19343,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,5M-10M,2641513,0
T3,Independent,C1000,Preservation,Trust,100000-499999,41553,1
T3,CompanySponsored,C1200,Preservation,Association,10000-24999,221007,0
T3,Independent,C2000,Preservation,Trust,1-9999,17725,1
T3,CompanySponsored,C2000,Preservation,Trust,100000-499999,64591,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T4,Independent,C1000,ProductDev,Association,0,5000,1
T7,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,100000-499999,1469041,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,193098,1
T3,Independent,C1000,Preservation,Trust,100000-499999,130575,0
T3,Independent,C2100,Preservation,Trust,0,5000,1
T7,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,10000-24999,10886,0
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,CommunityServ,Trust,25000-99999,17536,1
